,date,iso3,admin0_name,admin1_hasc,admin1_name,confirmed,death,recovered
1,2020-05-11,ARG,Argentina,AR.BA,Buenos Aires,729,47,120
2,2020-05-11,ARG,Argentina,AR.CT,Catamarca,0,0,0
3,2020-05-11,ARG,Argentina,AR.CC,Chaco,191,9,56
4,2020-05-11,ARG,Argentina,AR.CH,Chubut,1,0,0
5,2020-05-11,ARG,Argentina,AR.DF,Ciudad de Buenos Aires,648,32,301
6,2020-05-11,ARG,Argentina,AR.CB,Cordoba,228,6,38
7,2020-05-11,ARG,Argentina,AR.CN,Corrientes,31,0,5
8,2020-05-11,ARG,Argentina,AR.ER,Entre Rios,21,0,10
9,2020-05-11,ARG,Argentina,AR.FM,Formosa,0,0,0
10,2020-05-11,ARG,Argentina,AR.JY,Jujuy,5,0,3
11,2020-05-11,ARG,Argentina,AR.LP,La Pampa,5,0,0
12,2020-05-11,ARG,Argentina,AR.LR,La Rioja,31,2,2
13,2020-05-11,ARG,Argentina,AR.MZ,Mendoza,63,5,5
14,2020-05-11,ARG,Argentina,AR.MN,Misiones,3,0,0
15,2020-05-11,ARG,Argentina,AR.NQ,Neuquen,91,4,2
16,2020-05-11,ARG,Argentina,AR.RN,Rio Negro,106,2,7
17,2020-05-11,ARG,Argentina,AR.SA,Salta,4,0,0
18,2020-05-11,ARG,Argentina,AR.SJ,San Juan,2,0,0
19,2020-05-11,ARG,Argentina,AR.SL,San Luis,11,0,6
20,2020-05-11,ARG,Argentina,AR.SC,Santa Cruz,40,0,5
21,2020-05-11,ARG,Argentina,AR.SF,Santa Fe,209,2,27
22,2020-05-11,ARG,Argentina,AR.SE,Santiago del Estero,12,0,3
23,2020-05-11,ARG,Argentina,AR.TF,Tierra del Fuego,110,0,36
24,2020-05-11,ARG,Argentina,AR.TM,Tucuman,30,3,3
25,2020-05-11,AUS,Australia,AU.AC,Australian Capital Territory,107,3,104
26,2020-05-11,AUS,Australia,AU.NS,New South Wales,3053,44,2543
27,2020-05-11,AUS,Australia,AU.NT,Northern Territory,29,0,27
28,2020-05-11,AUS,Australia,AU.QL,Queensland,1051,6,1027
29,2020-05-11,AUS,Australia,AU.SA,South Australia,439,4,434
30,2020-05-11,AUS,Australia,AU.TS,Tasmania,227,13,182
31,2020-05-11,AUS,Australia,AU.VI,Victoria,1511,18,1360
32,2020-05-11,AUS,Australia,AU.WA,Western Australia,553,9,536
